,Artist,Biography,Listeners,Playcount,Similar
0,Kelly Mcguire,"A long time resident of the Clear Lake, TX (Houston/NASA) area, McGuire is known for his original ‘gulf coast flavored’ songs ranging from country to calypso/tropical, folk and rock. His CD “Redfish Island” was just released in 2000 and contains a collection of songs he wrote inspired by his sailing experiences in the Bahamas, Florida Keys, Mexico and on the Texas Gulf coast.

Redfish Island was an island in Galveston Bay close to the ship channel and until the last hurricane washed it away <a href=""https://www.last.fm/music/Kelly+Mcguire"">Read more on Last.fm</a>",1625,13293,"(""Hanna's Reef"", 'Pirate Dreams', 'Bob Karwin', 'Howard Livingston & Mile Marker 24', 'Gene Mitchell')"
1,Los Rabanes,"Panamá wasn't a country known by its music in the world, until Los Rabanes appeared on the scene. Not only do they represent their country  in the music scene, but they do it with a fusion worthy of a country located in the center of the continent.
Genres as Reggae, Cumbia, Vallenato, Andina Music, Salsa, Merengue, are mixed with Rock and Ska in Rabanes' music, lyrics about Love, Politics and Fun are the Los Rabanes music subjects.
 <a href=""https://www.last.fm/music/Los+Rabanes"">Read more on Last.fm</a>",37084,317046,"('Los Caligaris', 'Panteón Rococó', 'Los Pericos', 'Los Estrambóticos', 'Salón Victoria')"
2,M.A. Numminen,"Mauri Antero Numminen (Somero, Finland, born March 12, 1940) has been one of the pioneers of Finnish avantgarde/underground & electronic music scene. 

In his early days Numminen often consciously tried to provoke people. Here he succeeded well, for example by his interpretations of Franz Schubert's lieds, sung with his own idiosyncratic singing voice, or managing to create a scandal at the Jyväskylän kesä festival of Jyväskylä in 1966 with his song lyrics taken from a sex guide. <a href=""https://www.last.fm/music/M.A.+Numminen"">Read more on Last.fm</a>",32574,602185,"('Suomen Talvisota 1939-1940', 'Kauko Röyhkä', 'Kari Peitsamo', 'Mikko Alatalo', 'Pekka Streng')"
3,Nei Van Soria," <a href=""https://www.last.fm/music/Nei+Van+Soria"">Read more on Last.fm</a>",3644,66442,"('Garotos da Rua', 'Nei Van Sória', 'Bandaliera', 'Cowboys Espirituais', 'Acústicos & Valvulados')"
4,Kumma Heppu & Lopunajan Voidellut,"kumma heppu & lopunajan voidellut is a Finnish new wave / folk rock band originally from Kajaani, nowadays from Tampere.
Band has released seven albums and six singles. The latest album ""japaniin"" was released on November 5th 2008 by Rockadillo  (ZENCD2124) . The title song ""japaniin"" is available for listening in the Albums section. Bands first album from -81 called ""kumma heppu ja lopunajan voidellut"" (JHN 2046) was finally released on cd format (JHNCD 2046) on spring 2010.

Official Homepage <a href=""https://www.last.fm/music/Kumma+Heppu+&+Lopunajan+Voidellut"">Read more on Last.fm</a>",1803,35233,"('Woude', 'Veltto Virtanen', 'Kotka Rankki Ohutta Yläpilveä', 'Noitalinna Huraa!', 'Pöllöt')"
5,Boris Novković,"Boris Novković was born December 25, 1967. in Sarajevo. He grew up in a family where both of his parents were involved in music. His father Đorđe Novkovic is one of the most important authors in the croatian pop music and his mother Ozana is a music teacher.
He received the mandatory school education and was training soccer. He was a member of the Junior soccer club Dinamo from the age of 12 until the age of 15.

   He recorded his first album ""Kuda idu izgubljene djevojke"" in 1986. <a href=""https://www.last.fm/music/+noredirect/Boris+Novkovi%C4%87"">Read more on Last.fm</a>",16651,201866,"('ITD Band', 'Parni Valjak', 'Prljavo Kazalište', 'Novi Fosili', 'Neki to vole vruće')"
6,Toto Blanke,"""Music is the expression of the time we live in: the expression of noise, hectic, aggression but also of beauty and love?"" This is what the guitar-player and composer Toto Blanke says about his music which he tries to realize with different groups like ""Electric Circus"" or the guitar-duo ""Duel for two guitars."" In 1970 Toto decided to give up his profession as a graduate in architecture in favour of only working as a professional musician. With his first group, ""Association P. <a href=""https://www.last.fm/music/Toto+Blanke"">Read more on Last.fm</a>",1013,6732,"('Missus Beastly', 'Association P.C.', ""Toto Blanke's Electric Circus"", 'Thirsty Moon', 'Dzyan')"
7,Владимир Высоцкий,"Vladimir Semeonovich Vysotsky (Artist: Владимир Высоцкий or Vladimir Vysotsky) (1938-1980) was a Soviet singer-songwriter, as well as a theatre and movie actor. With his song lyrics, often humorous, often melancholic, and his harsh, passionate voice Vysotsky gained wide popularity despite his criticism of the Soviet government, which considered him a dissident. By the mid-1970s, Vysotsky had been suffering from alcoholism for quite some time. <a href=""https://www.last.fm/music/+noredirect/%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80+%D0%92%D1%8B%D1%81%D0%BE%D1%86%D0%BA%D0%B8%D0%B9"">Read more on Last.fm</a>",141047,6839428,"('Александр Розенбаум', 'Юрий Визбор', 'Игорь Растеряев', 'Булат Окуджава', 'Любэ')"
8,The Killdares,"Originally formed in 1996, The Killdares have come to be known as one of the hottest, cutting edge bands in music today - Celtic or otherwise. The Killdares have created a fresh new sound that's blended with enough commercial edge to be instantly recognizable, always engaging, and appealing to fans of all ages. Their live shows are filled with an infectious energy so powerful that it has been known to move people to tears. Expanding the definition of ""Celtic"" <a href=""https://www.last.fm/music/The+Killdares"">Read more on Last.fm</a>",1212,34652,"('Seven Nations', 'Enter The Haggis', 'Scotland Rising', 'The Rogues', ""Finn's Fury"")"
9,Randy Kaplan,"In his songs for children and their families, Randy Kaplan blends American Roots, Country Blues, and Comedic Storytelling. He finger-picks and strums his way through unpredictable live shows which, in addition to his original compositions, include Tin Pan Alley gems, Broadway numbers, and Delta Blues songs. “He doesn’t dumb it down for the kids… He just expects them to come along for the ride. And they do” (TIME OUT NEW YORK KIDS). As indebted to Maurice Sendak and Ogden Nash as he is to Woody Guthrie and Dave Van Ronk <a href=""https://www.last.fm/music/Randy+Kaplan"">Read more on Last.fm</a>",4641,23708,"('The Hipwaders', 'Buck Howdy', 'Roy Justice', 'Frances England', 'Jumpitz')"
10,Txuma Murugarren,"After years as leader, composer and singer in the Basque rock band from Bizkaia Sasoi Ilunak, he started his solo career with an acoustic album of raw songs called “Nere leihoak”. He has now brought out his second work, “Hegazkinen arima” (Spirit of planes), a disc that is electric and rock at the same time and opens up wider possibilities. He has brought a group of quality musicians together around him under Rafa Rueda, achieving a modern rock. <a href=""https://www.last.fm/music/Txuma+Murugarren"">Read more on Last.fm</a>",1312,7201,"('Rafa Rueda', 'Anje Duhalde', 'Etzakit', 'Ruper Ordorika', 'Xabier Lete')"
11,Audience,"There are three bands called Audience:
 - a progressive English rock band formed in 1969
- a spanish indie-rock band
- An ambient/electronic band out of St. Louis

1) Audience is a cult British art-rock band which existed between 1969 and 1972, and reformed in 2004. Members: Howard Werth (guitar, vocals), Trevor Williams (bass, vocals), Keith Gemmell (sax, clarinet, flute, 1969-72, 2005-present), Tony Connor (percussion, vibes, vocals, 1969-72), Patrick Neubergh (sax, 1972), Nick Judd (keyboards, 1972), John Fisher (drums, 2005-present) <a href=""https://www.last.fm/music/Audience"">Read more on Last.fm</a>",22708,197931,"('Jade Warrior', 'Fruupp', 'Curved Air', 'Caravan', 'Van der Graaf Generator')"
12,ZOEgirl,"ZOEgirl was a very successful Christian pop rock band from 2000-2006.
The group was started with the three ladies: Alisa Noelle Girard, Chrissy Conway and Kristin Swinford. The three have each gotten married since then and go by the following names: Alisa Childers, Kristin Schweain, Chrissy Conway-Katina.

 With more than 1 million albums sold worldwide and an impressive track record that heralds them as the fastest-selling debut artist in the 26-year history of Sparrow Records <a href=""https://www.last.fm/music/ZOEgirl"">Read more on Last.fm</a>",43308,404259,"('Out Of Eden', 'Jessie Daniels', '4HIM', 'True Vibe', 'Mark Schultz')"
13,Rantés," <a href=""https://www.last.fm/music/Rant%C3%A9s"">Read more on Last.fm</a>",55,419,"('Dr. Jet', '4D4U', 'Pateando al Perro', 'Mammut (Oficial)', 'A pie')"
14,El Caco,"El Caco is a stoner rock band from Lillestrøm, Norway. The members, Øyvind Osa (vocals and bass guitar), Thomas Fredriksen (drums) and Anders Gjersti (guitar), began working together in 1998.   Fredrik Wallumrød joined the band in 2008.

About El Caco (MySpace)
One listen to the masters of the road El Caco and the smell of hot leather and burning rubber will return with vengeance. These Norwegian road bandits have the ability to grasp the finer elements of their influences and mould them into their own diverse sound. <a href=""https://www.last.fm/music/El+Caco"">Read more on Last.fm</a>",40167,807193,"('Stonegard', 'Thulsa Doom', 'Black Debbath', 'Ribozyme', 'The Cumshots')"
15,The Boys,"There are several artists w/ the name The Boys:

1) The Boys made arguably one of the best LPs of the 70s with their self-titled first album and provided the template for superior Pop Punk before even the Buzzcocks had got out of first gear.  Formed from the ashes of  '70s glam outfit The Hollywood Brats, the Boys were responsible for four albums and ten singles, several of which were released under the name ""The Yobs,"" always released just in time for The Christmas season. <a href=""https://www.last.fm/music/The+Boys"">Read more on Last.fm</a>",118052,1160632,"('The Lurkers', 'Chelsea', 'The Vibrators', 'The Saints', 'Eddie & The Hot Rods')"
16,George Jones,"George Glenn Jones (September 12, 1931 – April 26, 2013) was an American musician, singer, and songwriter. He achieved international fame for his long list of hit records, including his best-known song ""He Stopped Loving Her Today"", as well as his distinctive voice and phrasing. For the last two decades of his life, Jones was frequently referred to as the greatest living country singer. Country music scholar Bill Malone writes, ""For the two or three minutes consumed by a song <a href=""https://www.last.fm/music/George+Jones"">Read more on Last.fm</a>",452259,5699373,"('Merle Haggard', 'Conway Twitty', 'Vern Gosdin', 'Charley Pride', 'George Jones & Tammy Wynette')"
17,Tommy Steele,"Tommy Steele OBE (born December 17, 1936 in London, England) is an English entertainer. Steele is widely regarded as Britain's first pop idol. Born Thomas Willam Hicks in Mason Street Bermondsey, London, his cheeky Cockney image and boy-next-door looks won him success as a musician, singer and actor.

Singer
Before landing a singing career, Steele tried his hand at a number of odd jobs and had a brief spell as a merchant seaman. Like many singers of his era he never did National Service <a href=""https://www.last.fm/music/Tommy+Steele"">Read more on Last.fm</a>",34423,154089,"('Adam Faith', 'Marty Wilde', 'Billy Fury', 'Cliff Richard', 'Bobby Vee')"
18,Gilad Kahana," <a href=""https://www.last.fm/music/Gilad+Kahana"">Read more on Last.fm</a>",1545,14842,"(""ג'ירפות"", 'שלומי שבן', 'מאיר אריאל', 'עמיר לב', 'Fortisakharof')"
19,Rhett Tyler & Early Warning,"Rhett Tyler, guitarist, songwriter, vocalist, and producer, is best known for his explosive style of scorching modern blues guitar and high-octane, house-rocking live performances. 

Born in San Antonio, Texas, and raised in Mississippi, Ohio, and St. Louis, Rhett grew up listening and learning about music and the blues from his father, an Air Force officer and talented classical, boogie, and blues pianist, and about writing from his mother, a published poet. <a href=""https://www.last.fm/music/Rhett+Tyler+&+Early+Warning"">Read more on Last.fm</a>",1015,5888,"('Don Griffin', 'Todd Wolfe', 'Riot and his Rhythm Devils', 'Kerry Kearney', 'Jon Paris')"
20,Moly,"There is more than one artist with this name:

1) French experimental/industrial band in the mid 80's

2) Moly is a four-piece instrumental rock band from Guildford, South East England. 

Moly have released 3 albums, ""Your Life Is In Danger"", ""Moly"" and ""Hello Shut Up"" and 2 EPs, ""Expressing Contempt Scorn Or Disgrace"" and ""It Rained But We Cheered"" on Tenor Vossa Records.

“It might seem a bit foolhardy to compare this their first release to the stellar rockisms of Sigor Ros and Mogwai but it is that good”MUZIK***** <a href=""https://www.last.fm/music/Moly"">Read more on Last.fm</a>",8811,63397,"('Wood and Wires', 'Theta Naught', 'The Sea, Like Lead', 'Detwiije', 'Souls Vibrating in the Universe')"
21,The Five Satins,"The Five Satins was an American doo wop group, best known for their song, ""In the Still of the Night"".

The group, formed in New Haven, Connecticut, consisted of leader Fred Parris, Lou Peebles, Stanley Dortch, Ed Martin and Jim Freeman in 1954. With little success, the group reorganized, with Dortch and Peebles leaving, and new member Al Denby entering. The group then recorded ""In the Still of the Night"", which was originally released as the b-side to the single, ""The Jones Girl"". <a href=""https://www.last.fm/music/The+Five+Satins"">Read more on Last.fm</a>",242567,1199658,"('The Penguins', 'The Del-Vikings', 'The Skyliners', 'The Chantels', 'The Crests')"
22,Hatespeech,"hatespeech was formed by Tan Serdar (vocals, guitar) and Onat Hafız (drums) in early 2019. They completed their recent line-up with Okan Özgürbüz (bass).

While they do not fit in one genre, their lyrics are mostly protest. Their negative name has been chosen sarcastically for shock value, since the band stands against what it references. <a href=""https://www.last.fm/music/Hatespeech"">Read more on Last.fm</a>",991,9757,"('Tjant', 'Gestir', 'The Golden Shore', 'Backover', 'Frændur')"
23,Aziatic,"Punta from Belize. <a href=""https://www.last.fm/music/Aziatic"">Read more on Last.fm</a>",918,5630,"('Titiman Flores', 'Mohobub', 'Supa G', 'Griga Boyz', 'Paul Nabor')"
24,GOING UNDER GROUND,"GOING UNDER GROUND is comprised of five members from the Saitama prefecture of Okegawa. They are a rock band with a soft, melodic tone that incorporates many styles, including rock and roll, ska, reggae, and more.

Profile from Aqua Music:
Inspired by The Blue Hearts, the band was formed when Sou Matsumoto (vocals), Hiroki Nakazawa (guitar), Satoru Ishihara (bass), and Yoichi Itoh (drums at the time) were only first years in junior high. Several members have come and gone since their inception; eventually <a href=""https://www.last.fm/music/GOING+UNDER+GROUND"">Read more on Last.fm</a>",43928,1253535,"('フジファブリック', '+PLUS', 'Mr.Children', 'Base Ball Bear', 'Triceratops')"
25,Greylevel,"Greylevel are a Progressive/Art rock band, formed in 2001 on the west-coast of canada, their style is very atmostpheric, ambient and progressive.
Their debut album ""Opus one"" was released in 2006 via ProgRock records.

The band consists of;

Derek Barber
Esther Barber
Richard Shukin <a href=""https://www.last.fm/music/Greylevel"">Read more on Last.fm</a>",449,5897,"('Mars Hollow', 'Nine Stones Close', 'Delusion Squared', 'Ghost Circus', 'Carptree')"
26,Jan & Dean,"Jan Berry and Dean Torrence began singing together after football practice at University High School in Los Angeles in the late 1950s. Primitive recording sessions followed soon after in a makeshift studio in Jan's garage. They first performed on stage as The Barons at a high school dance.  Then they were known as Jan & Arnie. After Dean returned from a stint in the army reserves, the duo began to make music as Jan & Dean in 1958.

Jan Berry and Brian Wilson collaborated on roughly a dozen hits and album cuts for Jan & Dean <a href=""https://www.last.fm/music/Jan+&+Dean"">Read more on Last.fm</a>",243835,1362147,"('The Rivieras', 'Bobby Rydell', 'The Beach Boys', 'The Surfaris', 'The Dave Clark Five')"
27,Remorse,"There are at least 5 artists with such name:

1) REMORSE is a hardcore band from north-eastern Ukrainian city Chernihiv. The band was founded in 2001. by Senya, Vadim and Leha. In 2002. REMORSE recorded their first album titled ""The Occupied Rainbow"". This album was released in Ukraine in 2005. by DAC Productions. The band is well-known in Ukraine. In 2007. album ""Free Ideas"" was released. http://www.myspace.com/remorsehc

2) Remorse is a old thrash metal band from the city of Ózd founded in 1987. <a href=""https://www.last.fm/music/Remorse"">Read more on Last.fm</a>",35312,224136,"('Loco', 'Yosh', 'Jung JaeIl', 'Rosé, Bruno Mars', 'Elliot James Reay')"
28,Tequila Baby,"Tequila Baby is a Brazilian punk rock band formed in 1994 in Porto Alegre city. 

Current Formation
* Duda Calvin - vocals
* James Andrew - eletric guitar
* Otto Branco - bass
* Rafael Heck - drums <a href=""https://www.last.fm/music/Tequila+Baby"">Read more on Last.fm</a>",28072,1431651,"('Vera Loca', 'Bidê ou Balde', 'Ultramen', 'Cachorro Grande', 'Comunidade Nin-Jitsu')"
29,Jiri Schmitzer,"This is an incorrect tag for Jiří Schmitzer. If this non-artist appears in your charts, do last.fm and yourself a favor. Fix your artist tags. <a href=""https://www.last.fm/music/+noredirect/Jiri+Schmitzer"">Read more on Last.fm</a>",1270,16493,()
30,Skeleton Key,"Seemingly powered by pistons, gears, and rusty watch springs, Skeleton Key is a clanky but productive machine. Using ancient microphones, primitive guitars, and found objects, the band heaves with a unique rhythmic undertow yet has a knack for winsome, haunting melody. Their music ""strips down, toughens up, picks up some debris, and gets an extra dose of rhythm"" according to Jon Pareles of the The New York Times. Skeleton Key creates music both exotic and familiar, elegant yet crass, cerebral yet visceral. <a href=""https://www.last.fm/music/Skeleton+Key"">Read more on Last.fm</a>",9377,145156,"('Ideamen', 'MadLove', 'Botanica', 'Cloroform', 'The Giraffes')"
31,The Great Luke Ski,"The great Luke Ski is the stage name of Luke Sienkowski, a parody, filk and rap musician who writes, records and performs comedy music. (The decapitalization of the word ""great"" in Sienkowski's stage name is his own preferred spelling, and the title has appeared as such on all of his albums to date.) He had the #1 most requested song on the Dr. Demento radio show in both the year 2002 and the year 2003. <a href=""https://www.last.fm/music/The+Great+Luke+Ski"">Read more on Last.fm</a>",7944,50640,"('Robert Lund', 'Rob Balder', 'Worm Quartet', 'Tom Smith', 'Steve Goodie')"
32,Luís Represas,"Born in Lisbon (November 24th 1956), Luís Represas is a portuguese singer and composer. Before establishing his career solo, he was a founding member and vocalist of the band Trovante from 1976 to 1990.
 <a href=""https://www.last.fm/music/+noredirect/Lu%C3%ADs+Represas"">Read more on Last.fm</a>",5249,37327,"('Trovante', 'Mafalda Veiga', 'Pólo Norte', 'André Sardet', 'Diana Castro')"
33,Morty Shann & The Morticians," <a href=""https://www.last.fm/music/Morty+Shann+&+The+Morticians"">Read more on Last.fm</a>",488,1471,"('Joe, Ron & George', 'Walter Brown And The Wildcats', 'Tyrone Schmidling', 'Pico Pete', 'The Crew')"
34,Lizzie Borden & The Axes," <a href=""https://www.last.fm/music/Lizzie+Borden+&+The+Axes"">Read more on Last.fm</a>",510,1433,"('Buva', 'The World Record', 'Pete Kilpatrick', 'Wait. Think. Fast.', 'Phonograph')"
35,Tagada Jones,"Tagada Jones is a French Harcore-Punk band. Its first album ""S/T"" was released in 1995.


http://www.w-fenec.org/rock/tagada_jones.html <a href=""https://www.last.fm/music/Tagada+Jones"">Read more on Last.fm</a>",25200,673215,"('Les Sales Majestés', 'Les Sheriff', 'Ludwig Von 88', 'Bérurier Noir', 'Les Wampas')"
36,Jets Under Fire,"LINKS: 
www.jetsunderfire.com
www.myspace.com/jetsunderfire
http://www.ilike.com/artist/Jets+Under+Fire

Ranging from tender to anthemic, Jets Under Fire’s sensibility and melodic, piano-driven style will definitely garner them comparisons to brit sensations like Keane, Travis, and the Verve. However, the band’s music is also shaped by Smashing Pumpkins, The Beatles, and the Beach Boys.
That being said, just one listen to their third release, Kingdoms, makes it obvious the band is informed by their influences, not confined. <a href=""https://www.last.fm/music/Jets+Under+Fire"">Read more on Last.fm</a>",4951,20987,"('Flight Crash Companion', 'Good Night, States', 'The States', 'Michael Rossback', 'State Shirt')"
37,Riesgo De Contagio," <a href=""https://www.last.fm/music/Riesgo+De+Contagio"">Read more on Last.fm</a>",2891,27793,"('La Matatena', 'Ritmo Peligroso', 'Mamá Pulpa', 'La Candelaria', 'La Verbena Popular')"
38,Os Replicantes,"Punk rock band lined-up in 1983 in Porto Alegre (capital of Rio Grande do Sul). One of their first actions was the establishment of an independent label, Vórtex. They participated in the gaucho rock compilation ""Rock Garagem"" with the track ""Princípio de Nada"". In 1985, they produced and released an EP with the songs ""Nicotina"", ""Rock Star"" , ""O Futuro É Vórtex"" e ""Surfista Calhorda"". The latter broke into radio stations around the country, making the Replicantes - Wander Wildner (vocals) <a href=""https://www.last.fm/music/Os+Replicantes"">Read more on Last.fm</a>",45524,857588,"('Gritando HC', 'Cólera', 'Inocentes', 'Garotos Podres', 'Os Cabeloduro')"
39,Mickey Gilley,"Mickey Leroy Gilley was born 9th March 1936 in Natchez, Mississippi.  Best known as a Country music singer and piano player,  he moved to Houston at age 17 and began playing rock n roll in local clubs, cutting ""Tell Me Why"" and ""Oo-ee-baby"" for the local Minor label. He experienced little success on a succession of labels - Dot (Memphis), Rex (New Orleans), Khoury (Lake Charles, Louisiana) until in 1960 he cut ""Is It Wrong"" for Potomac which became a regional hit. <a href=""https://www.last.fm/music/Mickey+Gilley"">Read more on Last.fm</a>",72182,469498,"('T.G. Sheppard', 'Mel Tillis', 'Barbara Mandrell', 'Ronnie Milsap', 'Crystal Gayle')"
40,More Machine Than Man,"New 2014 Video the single off Something Ventured, Nothing Gained released by Nilaihah Records (Sept 16, 2014) | www.mmtm.net | Wikipedia | 

More Machine Than Man is the cybergoth, electrofetish, and industrial multimedia project for the new millennium. This prolific collaboration works in the media of digital music, art film, print/web art, animation, and event promotion. MMTM has successfully established multimedia performances, with live music and performance art, as part of the goth/fetish/industrial club scene in North America. <a href=""https://www.last.fm/music/More+Machine+Than+Man"">Read more on Last.fm</a>",3449,72078,"('db9d9', 'Unit:187', 'En Esch', 'Deathline International', 'Iron Lung Corp')"
41,Bob Karwin,"Bob Karwin began his music career in Boston, Massachusetts on June 4, 1990, playing to drunken mobs in the Irish pubs and college bars. He quickly made a name for himself in Beantown by being able to tame an unruly crowd fired by Guinness and Jack Daniels using only his guitar and a microphone.
In 1993, Bob packed up his Jeep and moved to sunny San Diego. His blend of humor and thoughtful songwriting struck a chord with Southern Californians and he began to develop a following at his rowdy one man shows. <a href=""https://www.last.fm/music/Bob+Karwin"">Read more on Last.fm</a>",314,5283,"('Pirate Dreams', 'The Coconut Boat Band', ""Hanna's Reef"", 'Captain Harry', 'Gene Mitchell')"
42,Cymbelin," <a href=""https://www.last.fm/music/+noredirect/Cymbelin"">Read more on Last.fm</a>",40,241,()
43,Kirka,"Kirill ""Kirka"" Babitzin (September 22, 1950 - January 31 2007) was one of Finland's most famous musicians. 

Kirill Babitzin was born in Helsinki in 1950 to a Russian emigrant family. His musical career originally began at the age of five when his grandmother gave him an accordion. He later won an accordion competition at the age of ten but left the accordion playing for rock'n'roll. 
His first band was The Creatures in which he joined in 1964, under his artist name Kirka. <a href=""https://www.last.fm/music/Kirka"">Read more on Last.fm</a>",51445,832614,"('Eppu Normaali', 'Tapani Kansa', 'Kari Tapio', 'Paula Koivuniemi', 'Hector')"
44,Curved Air,"Curved Air is a British progressive rock band formed in 1970, known for combining elements of classical, folk, and electronic music. The band was primarily active during the 1970s and reformed in 2008 after several periods of inactivity.

The group gained attention in the 1970s for the distinctive vocals of Sonja Kristina and the violin work of Darryl Way. Kristina had previously performed in the London production of the musical ""Hair."" The band's sound also featured synthesizer contributions from Francis Monkman. <a href=""https://www.last.fm/music/Curved+Air"">Read more on Last.fm</a>",79265,967333,"('Renaissance', 'Caravan', 'Van der Graaf Generator', 'Strawbs', 'Focus')"
45,Dave Barker,"Born Dave Crooks in 1948, Dave Barker is most well known for his recordings under the name of Dave & Ansil Collins. He worked as both a singer and deejay. <a href=""https://www.last.fm/music/Dave+Barker"">Read more on Last.fm</a>",46316,171082,"('The Silvertones', 'Lloyd Charmers', 'The Tennors', 'The Upsetters', 'Pat Kelly')"
46,Lew Jetton & 61 South,"Lew Jetton - Guitar and vocals
Sam Moore - Guitar 
Dan Bell - Keyboards and guitar
JD Wilkes - Harmonica
Greg Walker - Bass
Erik Eicholtz - Drums

61 South was the brainchild of ""Fast Layne"" Hendrickson and the original members were Layne, JD Wilkes, Erik Eicholtz, Jonas, Jeff Statler. This was the early 1990s. Fascinated by blues' beginnings, Fast Layne played in all open tunings and JD was a talented young harmonica player. Erik had switched to drums from guitar and was playing up a storm. <a href=""https://www.last.fm/music/Lew+Jetton+&+61+South"">Read more on Last.fm</a>",3864,24321,"('Hitman Blues Band', 'Ace Moreland', 'Kid Andersen', 'Eric Jerardi', 'Muleskinner Blues Band')"
47,Fes-te Fotre,"Fes-te Fotre is a Catalan Pop-Rock group created in Calonge the year 1990. Their first demo record was in 1993, but their launch around the country began in 1997 when they signed with Star Show and start to act with groups like Els Pets.
Finally in 1998 Fes-te Fotre signed with the discography Barcelona Discmedi and put on sale its first album ""Fes-te fotre"", with which they were rewarded as the group revelation of the year by readers of the magazine Enderrock. <a href=""https://www.last.fm/music/Fes-te+Fotre"">Read more on Last.fm</a>",1776,9255,"('The Companys', 'Mesclat', 'Plouen Catximbes', ""Whiskyn's"", ""Lexu's"")"
48,Ookla the Mok,"There are two artist with the same name.

1) Ookla the Mok is Fandom's Own Rock Band.  They've been playing at Science Fiction and Comic Book Conventions all over North America since 1994.  Their clever, media-savvy lyrics, catchy melodies and accessible power-pop sound have made them a cult sensation with nerds everywhere.

Ookla also does music for TV and movies.  They wrote and performed the theme song to the ABC-TV Saturday morning cartoon Disney's Fillmore! <a href=""https://www.last.fm/music/Ookla+the+Mok"">Read more on Last.fm</a>",5496,79334,"('Bob Kanefsky', 'Heather Alexander, Andrew Hare Dan Ochipinti', 'Gwen Knighton', 'Kathy Mar', 'Jeff & Maya Bohnhoff')"
49,Kemopetrol,"


Kemopetrol is a Finnish band from Helsinki combining traditional, moody pop sounds with intriguing modern esthetics.
Guitarist Marko Soukka and keyboard player Kalle Koivisto founded Kemopetrol in November 1998, originally as an ambient music project. Vocalist Laura Närhi joined the band in January 1999, followed by drummer Teemu Nordman and bassist Kari Myöhänen later same year.
Kemopetrol’s first single Child Is My Name was released at the end of 1999 and was a breakthrough success. <a href=""https://www.last.fm/music/Kemopetrol"">Read more on Last.fm</a>",49879,952388,"('Scandinavian Music Group', 'Ultra Bra', 'The Crash', 'CMX', 'Pariisin Kevät')"
50,Atheist Rap,"Atheist Rap is a punk rock band from the city of Novi Sad, Serbia. It was formed in 1989 by Aleksandar Popov (Dr. Pop) and Vladimir Kozbašić (Pećinko), who merged with a hard core band Fluorel Tačkaš members Vladimir Radusinović (Radule), Zoran Zarić (Zare) and Aleksandar Milovanov (Atzke).

The band made first recordings in 1990 and planned to release them by the Croatian label Jugoton Zagreb, but the album never appeared due to the war.
 <a href=""https://www.last.fm/music/Atheist+Rap"">Read more on Last.fm</a>",9031,437525,"('Goblini', 'Gužva u 16-ercu', 'Ritam Nereda', 'Pasi', 'Grupa Tvog Života')"
51,Credo,"There is more than one artist with this name:

1. Credo is a UK Progressive Rock band formed in 1994. 
Members: Tim Birrell on guitars, Jim Murdoch on bass, Mark Colton on vocals, Mike Varty on keys, Martin Meads on drums.

2. Credo is a German band. Has album ""Kleine kreise"".  ...Gerade ihr Debutalbum “Kleine Kreise” gibt einen heftigen Eindruck von diesen Qualitäten. ...

3. Credo is a legendary Latvian pop/rock band formed in Liepāja, Latvia in 1974. <a href=""https://www.last.fm/music/Credo"">Read more on Last.fm</a>",9532,107725,"('Autobuss Debesīs', 'Turaidas Roze', 'Landmarq', 'Abel Ganz', 'The Reasoning')"
52,Marty Wilde,"Marty Wilde (born Reginald Leonard Smith, April 15, 1939, in Greenwich, South London) is an English singer and songwriter. He was among the first generation of British pop stars to imitate American rock'n'roll.

He was performing under the name Reg Patterson at London's Condor Club in 1957 when he was spotted by impresario Larry Parnes. Parnes gave his protégées surnames like Fury, Power, Gentle and Pride etc, hence the change to Wilde. The 'Marty' came from the commended 1955 film Marty. <a href=""https://www.last.fm/music/Marty+Wilde"">Read more on Last.fm</a>",48254,221433,"('Tommy Steele', 'Adam Faith', 'Billy Fury', 'Lonnie Donegan', 'Helen Shapiro')"
53,Keith Emerson,"Keith Noel Emerson (2 November 1944 – 11 March 2016) was an English musician and composer. He played keyboards in several bands before finding his first commercial success with the Nice in the late 1960s. He became internationally famous for his work with the Nice, which included writing rock arrangements of classical music. After leaving the Nice in 1970, he was a founding member of Emerson, Lake & Palmer (ELP), one of the early progressive rock super-groups. <a href=""https://www.last.fm/music/Keith+Emerson"">Read more on Last.fm</a>",80191,738136,"('The Nice', 'Emerson, Lake & Palmer', 'Greg Lake', 'Emerson, Lake & Powell', 'Barock Project')"
54,Giorgio Gaber,"Giorgio Gaber, true name Giorgio Gaberscik, born January 25, 1939 in Milan, died January 1, 2003 in Montemagno near Camaiore (Lucca), was an Italian actor, composer, and musician. But truly, no definition can completely suit a personality like Gaber, affectionately called ""il Signor G"" (Mister G) by his fans. He was also a good guitar player, and author of the first rock song in Italian (Ciao ti dirò, 1958).

Very appreciated have been his performances like author and actor of theatre: he was father <a href=""https://www.last.fm/music/Giorgio+Gaber"">Read more on Last.fm</a>",77617,972912,"('Enzo Jannacci', 'Fabrizio De André', 'Francesco Guccini', 'Rino Gaetano', 'Francesco De Gregori')"
